playlist_id,track_ids
392,6933 11070 10496 15710 2272 18440 13139 17786 18493 13959
401,16502 14826 2272 20263 7545 4910 10848 7729 17584 6491
403,5020 20359 3007 5485 6732 20135 16340 10055 2247 2203
407,10659 7550 5818 17404 9528 2920 2719 17276 7133 10316
408,14527 13980 15209 11490 14591 6253 3190 14395 5903 1534
413,10691 12739 15090 37 5564 2164 7545 20135 1714 963
422,8640 3256 4433 4089 2489 9864 13297 1180 2922 10481
432,16930 520 18763 3944 6577 8498 13972 8950 7931 14213
437,20497 682 913 13972 17359 15360 2887 7385 5893 3944
441,4865 405 8498 6695 1502 19733 9508 16338 18424 19589
448,11740 19624 7516 15942 20359 19254 18335 20134 20532 11512
451,1587 4026 15781 14378 18332 12768 3551 5359 15661 5152
452,11107 10250 1746 5606 14052 8383 7465 17239 7404 8491
455,13276 4072 11016 2807 395 5527 4201 13573 14718 10249
460,12425 16236 9537 11107 8956 17239 18381 9082 13980 3885
467,10926 18026 20121 16861 5878 8297 19205 2392 2869 11968
470,5606 2997 648 7506 17652 12510 868 15204 14826 1149
492,19662 8749 15360 19783 1063 20242 956 12311 6294 961
495,8749 18743 17200 9963 9508 17820 10100 5679 11074 14668
497,13034 14583 15907 20134 19536 13990 20268 4267 5165 2117
500,1641 14453 10013 6971 10742 1020 12721 8342 5359 15558
504,18963 3195 11929 5296 3124 193 11315 5742 3364 5264
505,9229 1898 3855 14149 14790 18040 3950 10975 559 14289
509,5606 16820 8767 2437 9941 7506 2997 9291 8953 14023
514,17972 2740 17096 15670 1494 8481 9061 16509 17881 1260
515,16686 14434 7751 108 17382 16731 1066 6234 20483 17281
527,2561 20022 5840 19162 3937 14660 235 20043 16282 16348
528,15558 5881 7400 9034 2088 16024 16587 18370 10339 5699
529,1111 13785 20172 7506 17584 8491 16494 8145 11369 11943
532,6489 4710 8796 5947 12490 2417 797 5147 1723 7321
537,20145 18986 20373 1730 11407 2672 5658 12908 17907 20480
545,16465 18285 6367 6925 1830 20371 4087 18479 4526 18547
552,8600 19462 1300 18404 8167 17586 5400 16708 17026 18990
554,2674 13368 80 8018 16973 13101 15578 4965 10679 11107
558,4052 3648 5042 11257 1373 4189 15650 8749 18418 13009
559,4672 6821 3242 6672 10442 2058 5965 9940 8047 4718
564,11882 15722 13876 13310 1513 2359 12381 11237 11930 15432
567,10316 4201 4072 12225 7844 2631 18751 15974 10561 2719
574,660 11006 3606 2730 2052 8045 12599 5612 1253 4369
580,20172 648 4949 10251 10848 1149 4401 411 10910 5606
581,10100 17154 12311 16392 15167 8727 10419 11496 4603 7460
582,17634 5679 14597 358 15498 8358 20150 394 11496 4909
592,8709 16708 18669 17586 9257 15050 14430 8138 1060 18275
595,17281 13980 14395 8956 15570 8229 18728 13237 11896 3729
601,7323 3413 17764 11063 16861 16585 10694 15335 865 12295
603,6 17764 865 15633 9961 3832 19656 1444 10657 16585
604,8129 12804 1777 17383 1826 15392 10704 17345 19135 17748
611,19991 2980 12426 4417 1290 17524 15542 9913 16433 11180
615,10081 913 1039 16336 10870 11016 9242 14903 1014 19200
619,6577 18303 11715 3565 10201 13129 3001 11400 2166 9784
622,6093 8300 9982 9307 6985 11414 3700 11283 624 9051
625,7157 19858 5971 1012 2253 16311 14213 12929 1374 11635
628,12623 5665 12559 5881 14430 7517 8573 14295 5750 12609
631,11938 16274 19494 5987 17301 17980 5228 6530 2160 16482
633,6892 13980 14758 3245 18728 5089 6253 14395 14591 14837
636,12173 9670 6 17764 3832 15633 9678 845 16861 9047
642,1534 9710 17918 12438 3073 9291 11474 13237 13006 14453
643,14375 1473 1012 1374 9441 4710 6409 11400 11842 12929
646,5846 1144 3403 1085 18899 15495 14994 396 1149 10636
665,17096 2740 18601 15417 1201 4946 5903 1260 14591 17972
667,2272 14571 5722 3304 6433 3698 12765 9903 19991 11947
676,573 5576 9712 3885 778 18649 10250 9624 11739 20134
680,6821 663 1082 11425 17869 6577 6272 14556 117 18953
683,4720 699 1020 7153 16486 14178 5534 5524 3491 2006
686,18289 11654 3212 2212 9961 14679 19654 19399 10203 4255
691,17154 19243 15650 1063 20443 4189 10880 4052 17390 10100
696,11151 5708 20054 12576 755 16166 12744 12536 3798 5547
703,15471 8828 13216 16451 12526 3173 18266 9963 2765 624
704,3830 411 2497 2579 16502 14008 20515 14826 8145 4401
707,19781 13706 17597 20134 5591 18074 13865 3938 3510 14585
708,10019 9205 19396 1329 7052 15783 11870 15593 553 4926
709,17663 10834 9834 19154 1992 12897 9246 3471 6062 9473
714,11756 15347 5099 15942 19929 3304 20359 7193 5542 2274
715,387 12196 5786 1020 16583 8033 1779 14306 12721 2665
717,12963 10496 14309 6189 32 4057 10828 15017 381 15578
719,12919 10222 2680 4926 5054 10910 19529 19060 17010 7435
721,573 2037 7619 9624 11032 11119 3637 12880 17538 9712
722,10930 18059 3685 11425 19173 1710 13129 3001 11715 10304
724,3410 17550 16080 19486 20213 15386 10992 5003 13003 10367
731,20169 4013 12721 7153 1020 19838 11357 797 14668 5192
735,10496 6253 4364 18728 17096 11896 11366 17631 18266 18381
737,4089 508 2989 10481 15038 519 7081 3256 12765 9886
740,2508 17200 7544 12075 4800 56 4148 5750 8138 9003
744,3001 15090 19991 11636 4998 16303 5463 15775 20120 5254
746,9253 658 3860 2236 1322 5655 5474 8017 17563 19462
757,15781 6220 396 8659 16379 17423 4058 12721 6971 2164
759,16338 6915 7550 14832 5527 4072 18377 17404 4201 19119
770,19628 13706 14826 4839 16494 15558 14453 4202 11943 15542
773,7889 6496 11157 6823 5892 18726 6971 12043 1290 9208
774,8160 12633 1724 8377 18617 13535 8360 16817 11196 11661
788,15474 6103 20197 11226 6214 15259 4600 6518 411 4060
791,1719 2780 16601 17826 14453 5606 7506 10848 13034 1714
804,6565 8464 18503 18875 15680 5606 4266 3644 8767 2984
807,10269 3788 1085 12639 16994 9500 10706 20605 19688 7475
818,8640 6823 519 7224 13154 6433 20163 8437 9120 10089
837,13542 1063 16451 14524 12526 10419 4603 15779 2765 956
848,8047 17635 15185 14631 12071 4370 19969 7416 4253 17241
854,5675 7183 1282 19060 2029 149 10019 17825 12437 9233
856,17709 6892 14309 3776 16433 11400 894 11157 7989 9984
859,6776 1253 4800 10930 7544 1322 8045 10786 1850 18963
882,8822 573 9826 16249 3090 1398 18142 20321 12693 4083
914,19254 4058 18729 8362 1149 394 10346 1085 16451 13891
916,15624 6925 5252 4707 1830 18479 3535 19775 16697 11722
924,11196 10567 5089 4106 18096 18266 11661 10684 2891 17556
925,2551 20232 12712 663 17663 13875 6672 13223 10630 12395
926,19431 11664 3189 4514 15771 18168 14008 1443 7163 18878
927,7363 1979 6577 16930 20007 6492 11729 1473 20497 9314
928,15781 797 5100 19602 10591 5606 4910 16820 10708 1133
938,972 19929 2980 368 13997 15183 1290 11271 3156 15431
949,18096 2873 12436 15578 19662 9205 19605 13216 3347 16471
951,8466 15050 9257 14453 6408 5750 4800 13129 4743 7645
953,2980 9804 10691 6433 10977 1947 15090 17281 3817 5023
957,4079 2783 17052 7914 4268 17971 15288 4710 19464 6084
961,3961 9504 8047 19969 9473 17241 17663 11510 13973 14961
962,438 14509 5474 8890 14547 13531 17563 13022 2236 1300
963,17241 7416 6672 18755 9949 14370 16289 18090 2000 20247
964,10293 463 752 11595 18991 5620 1057 8066 11102 13960
976,16601 14758 7485 20263 1714 14826 5606 8304 12436 20172
981,16673 19339 3698 15775 2980 4301 17114 20461 1947 4954
984,18910 11010 8835 12765 9491 6433 1840 18273 8361 16673
988,5186 8356 15886 8218 4615 8001 3600 17200 18490 2159
994,7539 9175 20262 14774 13384 2638 11088 1329 16351 16288
995,4089 16385 17129 972 6370 17114 14662 12769 7578 8154
1004,18627 7506 12516 2780 14826 8498 19075 2151 16601 4910
1009,16486 6788 394 9804 3375 3938 10691 387 5023 10339
1011,14306 1205 8342 4219 8033 13593 4338 16100 19984 10148
1016,1944 4347 7260 10269 4549 18830 8995 14172 371 6672
1017,4026 14178 19364 9163 394 15988 6826 5564 16100 5152
1018,1290 6823 14360 7085 14662 7989 11157 12715 16433 3471
1021,4443 12804 5700 2915 17383 1246 19135 15392 11231 15548
1027,6509 17744 5965 4718 13711 7427 10511 10916 11368 8413
1031,4949 1189 2997 2497 868 19252 11943 10848 20172 14826
1034,16645 8796 299 1039 4814 15355 19922 11881 2735 7550
1035,6606 18361 4369 14907 9388 12075 9003 13599 16012 10930
1045,16502 3556 18739 17584 5551 17984 20515 15715 6020 15591
1046,4720 3097 19008 5633 10850 10438 3011 11320 1056 10234
1050,7891 14982 16309 16923 14527 11490 14182 18649 8872 3729
1052,8248 6704 7544 9253 2508 12931 1300 16012 18275 17563
1056,3264 8113 6489 18078 4506 13022 20316 18515 11951 5601
1057,7100 9963 2090 12802 19834 11417 9007 17530 19770 14091
1065,8145 8426 12499 16502 344 8048 19376 10838 18956 868
1066,3622 7904 9681 2897 6466 11573 7499 3648 3375 17200
1070,2736 1180 10596 16954 15526 19043 8041 19368 3544 13695
1073,5846 18899 15428 19414 7920 16039 1014 5031 1144 17203
1083,13139 13101 18649 1746 360 541 10264 9712 6253 14052
1087,16994 10591 1111 37 4910 2627 13029 12639 9974 6353
1092,19770 9579 14306 9804 14904 19466 2665 18743 8342 19834
1094,15931 18059 16297 16404 17897 17780 13022 2765 8838 15582
1098,8172 1849 11006 444 1023 15868 4467 3650 3979 15646
1099,10591 12510 15900 18743 17516 10269 2151 4765 11369 16107
1103,3698 1489 4301 13154 16579 4359 1023 8627 14360 3001
1104,913 11164 9705 17780 18464 10081 12393 2887 5665 9242
1106,4707 3535 4526 1830 20254 15624 19352 5674 15864 18547
1108,15312 9060 3413 10841 17764 9670 12173 4255 9678 12295
1115,3424 817 9984 7989 4301 16579 12715 3526 2862 14360
1120,6113 7133 18051 953 7174 10019 16491 1813 17357 4881
1122,2508 9257 15050 1253 18773 4800 18987 10786 10379 6408
1126,14826 10496 14309 11369 3685 868 6981 2873 16866 10591
1128,8491 411 2221 4288 16502 2497 15196 1149 20515 315
1129,4201 7550 10316 14832 17404 19024 17353 11016 19467 11682
1147,6197 13238 8297 2392 14784 10257 11654 15312 15543 10410
1161,12597 14322 3830 12882 1085 17057 6522 7506 3189 9598
1163,7544 6868 8017 12931 18404 11882 7517 9257 20329 8709
1164,8138 8169 797 4865 18419 19446 14149 19602 17820 15414
1169,11882 12666 14471 14022 20193 13406 17586 1905 14907 4369
1173,13980 13237 2740 6892 18728 14758 13139 17096 18381 2674
1174,15752 6423 11174 9465 17776 12830 11045 17312 10932 9023
1176,10019 1329 12029 10970 9205 1385 10865 2384 9364 10863
1185,9740 10760 15168 19816 3754 10966 1713 752 14730 16731
1210,9834 11688 18856 10584 10834 4339 19969 4672 4253 3752
1223,1605 13066 19244 19602 12557 18836 16798 3830 8160 6494
1224,12220 20417 4857 5893 3944 520 4948 19173 19349 16404
1226,8953 3644 18875 12639 9710 17926 19699 14770 12834 16772
1233,9007 2085 14604 1232 15585 11462 8692 17947 3021 6498
1237,17311 10742 679 9201 14487 18667 747 5320 1946 12910
1238,19317 8018 3431 5074 1111 4910 2970 7077 15542 868
1243,19624 7889 20169 5892 797 6496 660 14709 11817 16994
1244,12142 19446 11074 14248 16113 6695 15414 4947 8717 11123
1246,5749 6624 11510 6672 1513 7416 6703 3961 19288 1772
1254,8018 2780 80 6933 7009 17568 1195 2437 1719 5100
1257,10470 19629 10013 3938 3835 9093 19555 12196 6620 12721
1268,20461 14659 14147 10584 14509 6139 13435 2247 9834 17657
1274,13542 13139 2674 15499 17568 17786 4965 20120 5881 8749
1284,19730 10285 5069 4466 3192 8945 3284 17559 18665 6636
1285,3876 4346 8849 1588 8540 5193 13624 12668 16905 10346
1287,11006 3511 13034 6667 17826 19928 4144 3787 20131 6971
1294,16866 7545 18986 16663 5116 13822 12827 4834 5620 17346
1297,1194 4774 17822 4743 10801 507 11178 10825 5125 14504
1300,6137 11286 12472 14147 663 9473 10446 19969 17748 4695
1302,1357 18763 17166 15092 11417 14827 1710 7931 8113 9007
1316,19733 20415 3893 5661 5482 7070 15458 16944 4541 1525
1319,10698 3473 9477 3534 17026 5018 17265 19466 12170 4333
1331,9579 6620 10850 4928 9477 8160 11369 4026 2132 9974
1332,9941 1635 10496 15781 17926 13368 381 18074 20268 12425
1339,9670 2186 3919 4185 15335 6 11654 18057 18289 3725
1341,5890 18446 15558 18575 15438 4052 5911 13865 6620 5359
1343,6892 18855 10496 4259 13237 13671 18058 12999 14395 2888
1346,7516 11251 4347 18830 412 14949 8356 770 20491 9571
1350,3242 1271 20232 3486 9246 12744 268 13052 12395 11011
1353,573 16612 18389 6556 7092 17538 318 778 9309 5903
1362,17034 5112 19386 15725 1069 2436 14173 10776 13823 13971
1363,14904 4944 15771 1372 15775 10861 12783 11227 20548 2132
1370,14007 11896 16474 19939 20134 11107 5576 13139 1674 968
1371,16673 5925 13803 19339 1944 15511 8985 11180 3537 3698
1374,18904 5925 7157 13940 1551 5443 4085 10618 3750 4710
1379,6569 2085 16128 17709 16477 18352 9083 4281 1933 9744
1383,9051 1056 3700 17699 19773 15664 13787 456 624 5273
1390,4865 14668 18361 17200 15090 9508 8169 8539 4523 14149
1391,13670 3860 12666 13406 14022 1300 5474 18366 8838 8167
1395,14097 19733 16820 17524 5309 14360 9984 18826 16536 16451
1398,8996 13906 6695 4952 13041 8164 2520 10038 10936 17555
1402,17568 2006 10269 15499 15710 2508 15666 1195 5761 19305
1404,5023 5612 5906 6068 15640 387 3799 14306 1463 17223
1415,16630 12414 16199 1681 2084 104 13561 2811 6712 7065
1417,11227 18244 17748 10446 820 6313 14017 903 12472 9216
1418,12804 17383 1246 5700 11239 11231 10347 16516 15503 1826
1433,10591 16494 4839 15781 7463 16905 15750 5141 15410 16866
1444,6113 7539 1813 16288 1329 16351 19850 11478 14178 13737
1454,16583 20461 3453 12762 20135 10691 10466 9804 2858 10055
1456,4433 13251 18358 28 2423 19192 16254 8021 12997 6444
1463,9060 12226 9670 2869 17764 2186 4185 3982 7526 18057
1473,14453 13188 14233 436 2418 3418 9739 7577 9034 20571
1481,19305 1641 4745 18743 1020 3551 4058 4026 411 5359
1505,13003 15386 17550 11774 13518 20213 8456 16080 7750 4410
1519,1195 17568 4113 17034 482 5997 14665 17786 15713 18493
1524,18231 14659 20461 17947 9007 5279 17247 7907 19368 13210
1526,19590 9749 18804 17226 19364 15923 11326 12943 20075 13998
1534,19205 8297 2392 15543 12173 18026 3963 3413 10002 15312
1535,16494 4839 18876 6093 624 17699 2348 316 8828 3238
1536,10259 6971 16583 20169 19590 362 4695 16866 9007 19008
1537,7436 15624 4526 7000 1041 17818 15864 19091 13155 5778
1542,13908 214 20244 19295 17213 12592 7066 20421 19115 17396
1545,19192 6667 2423 3022 14612 3650 17281 2052 18063 2993
1554,15771 14008 20172 10788 4288 315 411 20134 11369 9300
1560,15312 17764 352 9670 18289 10973 7323 4255 14679 9961
1570,19385 14395 11896 1066 7809 11407 19662 9675 10496 1730
1573,17154 20321 13706 15170 15740 14714 9579 13034 16973 15770
1579,20458 17138 6113 17732 4475 1329 6614 1813 8221 17357
1580,16432 19385 2216 6760 9731 15105 2235 8048 11896 460
1582,19640 14453 15558 16820 17568 10339 18033 19555 14734 15413
1583,9940 15988 7961 17635 12071 17663 18556 3961 18758 11510
1588,3685 13129 4774 9388 12046 11715 1192 19558 12666 14907
1590,15328 5171 20197 14345 1328 1547 7053 16454 12436 10418
1601,16502 11943 8145 14732 4401 12488 14338 10711 2919 20515
1609,17984 10848 3830 2497 20134 17584 14008 1591 15474 18920
1627,20169 9778 637 13452 10041 19602 12718 17923 13895 723
1629,7544 17820 8709 11074 9003 2508 17586 4743 17200 10005
1631,869 15301 18559 17200 15886 11599 16896 8001 9157 8356
1634,8796 13550 8506 20468 1723 5881 359 4923 16973 19398
1636,13940 3750 277 1948 4541 18669 1569 4111 3632 1551
1637,6704 18599 6733 6868 8045 3337 4199 11047 7517 15446
1639,18987 9093 20351 9231 15386 3410 13886 9602 521 14033
1650,13139 20134 9705 2674 17239 15862 17926 18649 10250 17040
1652,16998 20362 8787 5978 4941 18221 17826 9905 6829 12906
1661,6379 15053 11951 13153 344 18578 16645 3264 2994 5640
1664,8767 2930 573 1196 2970 3431 648 541 80 1975
1673,405 17200 8138 1502 1641 6695 9508 4743 15090 1944
1675,17035 13696 6035 11621 8180 7279 18726 5161 8889 4567
1679,12908 14190 740 19838 4457 7153 3979 15100 18937 20540
1680,3611 6692 10289 5666 1092 9735 8220 17798 10903 7702
1682,14360 1290 607 10957 7989 9913 18262 12910 11157 11715
1691,5700 10446 9585 17748 820 18034 18376 9216 18319 14484
1692,579 1290 12507 18262 20372 308 13624 11157 14907 17984
1701,1066 3511 11407 5247 18490 1730 6139 17586 11413 12129
1703,10706 15781 4026 5100 3551 4202 2912 6843 10708 11357
1705,17652 14583 11070 17157 541 14088 18074 5773 15669 855
1707,2159 16387 14571 15341 8001 1591 3903 19814 15474 1066
1710,15988 17663 12071 18645 10442 1271 16552 11880 16289 13347
1712,13034 20555 19576 4305 12010 5669 18982 9578 6263 8622
1713,1069 5112 20287 13823 1899 14173 13971 6847 15725 2436
1722,7550 4814 13678 20272 13123 7147 8960 3880 16615 9528
1725,8491 411 1149 16852 4514 8345 2151 8599 9598 18848
1729,7989 3001 6823 3698 14662 16673 3424 9778 4089 17984
1730,5149 15099 20005 662 4672 7427 17414 7490 18755 18856
1731,1329 8296 7539 2591 1813 19396 10019 13269 11478 553
1734,14309 4057 12963 8229 13671 4364 6981 10828 11663 15088
1736,17281 6157 2999 16528 14797 13524 7862 16136 16045 7195
1740,18701 15312 1048 16861 2186 3919 16585 3413 6562 19205
1742,14826 11943 17346 17487 2957 15187 10848 2919 5206 3856
1747,6780 3377 17321 8486 18504 8296 17102 10237 836 14087
1755,6892 11233 14668 1724 18617 11196 19844 17865 12461 2891
1766,12499 20295 5572 4401 13866 15715 20263 4350 2332 3976
1770,12963 13452 12599 6189 13139 2367 6687 1018 6892 10629
1777,2677 19704 10567 6971 20386 20154 5890 14077 849 18783
1806,19243 12393 8749 4052 1740 18332 10300 13424 2765 14453
1807,797 13216 8491 15771 20051 16379 12436 16994 17984 15893
1814,17383 17345 15667 15392 15548 12804 17748 15503 19135 19311
1820,5817 18040 16008 3950 12066 19890 8268 1247 13862 6448
1821,14591 15578 13237 2740 14395 18728 16760 6253 1494 5928
1823,4189 16846 11180 17276 19243 8614 17524 7109 10300 19638
1852,20120 1710 7131 3304 16297 14360 17990 13129 4085 5485
1854,2997 10848 8018 20172 5141 4514 11943 11648 19317 2151
1855,3748 8179 1092 4658 1111 9696 10069 16361 6692 512
1871,19711 10511 17534 17963 18009 13354 10916 16267 13027 17315
1872,13941 15716 14879 11907 1302 9008 173 2765 11297 17868
1876,2674 9705 12436 10250 15578 18649 18381 11206 20134 20386
1878,17586 19648 3511 7611 586 8951 18490 8892 4952 12818
1880,9118 125 14007 6799 4376 12718 16436 5487 16800 6602
1881,2581 13402 8540 16433 4346 3876 1588 12668 5193 11648
1883,4998 12622 15410 18110 7463 2518 6181 3410 17554 13202
1885,10706 1587 17346 4202 15781 5359 14378 1714 3790 1133
1898,6985 6409 18615 12708 4710 11774 1012 4998 7739 14213
1900,11006 6667 20349 20131 2090 14612 16298 12017 8400 8608
1903,2144 17494 19192 2423 16254 3022 12888 7963 7696 18369
1904,11496 18743 4743 15498 8539 12311 956 8169 3375 13972
1906,1463 9490 2997 17802 5924 12692 1063 6557 20260 16451
1907,6253 8956 13980 3885 18728 11206 17138 15578 18381 316
1911,8018 2437 3431 1196 2930 8767 5606 2780 14023 8822
1912,10636 17918 16820 3431 9974 18503 5881 12639 15333 550
1916,18644 14134 10434 11916 15778 19155 4549 18830 13747 11344
1927,8018 5576 8798 11403 1895 6937 18982 5773 19163 7565
1930,10848 1149 15771 5606 8767 11107 18874 5905 2037 12425
1939,14443 10691 6776 9231 18404 15090 1023 3009 18743 14904
1944,8731 15722 9940 18425 3493 2551 13223 15988 15098 9246
1948,16484 17150 1066 10901 2203 4014 1730 8928 16012 20079
1953,19462 1300 3624 12931 1365 16708 658 5655 1060 6408
1957,14149 3855 16008 12286 559 12373 9229 4023 18040 17454
1958,1322 6408 15050 12931 5746 17166 9257 3410 1383 1828
1959,8356 16457 9231 8169 1476 18830 17820 17200 12075 16205
1963,6253 3885 16760 13980 13139 11206 8956 5881 18637 17239
1967,6092 13370 15949 13735 2608 6054 11530 16583 11837 10148
1969,9163 1641 3565 2627 15090 13622 14134 10251 4765 8112
1978,17764 9670 3413 19205 10694 15312 3919 9060 5415 12295
1979,9202 13154 20532 12507 1951 9592 17535 6433 16144 1023
1986,11157 1290 18262 1489 13119 12952 3304 5722 11740 817
1990,3173 8934 797 8828 19713 11283 20169 10269 8539 6584
1993,14837 10019 16460 1385 15915 14313 11870 553 3150 10910
1997,10567 3511 8145 6606 19173 18266 19662 4109 9645 20263
2000,16909 18701 10926 19205 3919 6562 12173 15543 16585 5878
2004,10316 7953 13276 17353 5139 4072 12225 13923 6911 11016
2005,16601 10591 7153 12510 19838 6716 12882 797 4910 19602
2014,723 19699 12718 18627 2317 13452 2984 4807 1482 10041
2015,13622 1951 11282 20461 8539 8112 11029 9508 1041 7000
2022,13593 8342 8618 20444 333 4704 8033 12196 3272 1779
2024,4499 16779 8070 9001 14839 598 12873 10763 8899 7074
2031,11744 1149 15771 18874 5905 16890 8152 20282 1020 8934
2032,7506 5141 12510 14826 20167 18428 648 1719 16494 20156
2036,7961 17635 3961 3242 17663 18852 12071 6624 12766 18425
2037,3304 7224 20163 5722 5099 579 13154 4948 16802 10843
2042,4013 16820 3790 5100 11357 6716 19838 5924 12639 16601
2045,9984 16673 17114 20169 10833 9826 13980 14591 10591 3698
2057,4998 4580 11794 20120 16080 13202 16316 16246 20207 3360
2061,4986 10654 975 8426 5765 16869 3602 18956 7578 12488
2068,11490 9913 3190 17034 6981 1534 16471 9984 4057 11405
2070,8437 5020 16756 11715 6287 9717 9120 13435 15472 6433
2074,18377 14558 395 19119 11682 4072 14832 9081 10659 5527
2077,3278 14597 3606 4013 19479 7153 7925 5799 11357 5030
2079,7163 637 17598 19584 1299 12557 425 3519 3830 20169
2080,2368 3164 7085 15542 6823 6444 19214 2151 8050 18399
2085,3413 15241 11654 15312 12295 5415 3212 15633 17764 3832
2086,1329 10910 18489 17138 15783 10019 4926 1385 8283 12919
2096,8018 16820 3463 3813 5606 3431 16862 3668 2437 27
2104,4057 6892 13671 5169 20037 11896 8229 14417 13368 8208
2107,6015 13833 949 5881 15499 19628 10807 18440 5685 15713
2112,1826 15392 11286 19311 18476 15232 2191 15503 10704 19135
2114,6925 20254 5252 18547 7000 11282 3535 11722 19091 13155
2125,2409 5069 18906 19411 4152 17827 4965 8690 19398 8749
2126,8798 14367 3431 1895 80 15373 18649 19317 20592 9624
2134,11896 10496 13368 13452 5765 12718 3403 6981 3811 2641
2137,14309 8956 6981 12999 2888 15088 13671 10496 12990 14591
2142,4834 699 2596 17346 12587 13593 20444 4510 1580 2336
2162,8828 9749 15542 13592 13689 624 3830 7506 2627 3173
2164,10636 8281 16615 10894 7394 1231 17034 15941 2671 15204
