playlist_id,track_ids
220,1357 9003 9093 1060 6408 521 3410 6776 17550 10367
221,15578 6253 7059 17096 18381 360 12563 4460 2740 13782
227,9229 3855 18040 4916 12075 10672 559 13730 14289 631
228,18361 1944 4148 4369 8487 9003 19462 11133 18830 2964
231,508 6695 15931 1687 2897 1149 17200 4865 12510 16457
235,2000 1513 11510 18090 15185 6223 17338 14370 5749 10577
239,18556 6672 8047 17663 11688 17241 12395 3242 8672 14147
241,5359 14178 4058 3788 1641 18421 3375 4026 10913 7545
244,16760 17096 13782 10391 15209 4186 13237 3055 14395 3190
255,10250 13101 14052 3885 20134 11107 573 1746 13139 18649
256,1060 19462 4447 4640 15824 19867 6606 18404 14907 8167
258,4364 11366 6253 14395 1746 14591 6556 360 15209 9712
262,14008 19364 4422 19838 2151 4355 17984 14277 4514 3977
265,8155 16009 11200 14180 16331 13032 5664 20591 11243 14066
268,3855 5817 3750 56 14149 4743 18249 18904 559 11759
270,7153 13435 14247 9913 16313 956 16731 14944 3749 13957
271,19466 14306 19075 6788 394 8342 15931 5023 8033 16100
272,12712 15988 15098 18425 6672 1181 2551 13609 2859 17869
275,11107 10264 1719 13237 17239 14591 318 14052 15680 360
277,7224 7545 10481 6971 1023 11715 8640 14659 20163 6220
290,11715 10957 13406 14907 10481 4513 2085 1253 18404 507
302,10269 3001 16601 17203 3551 7163 20169 13029 16994 14178
303,12490 19969 5149 2551 4672 9473 7961 1992 15722 18824
310,8749 6557 12164 20443 9963 16451 13259 16973 14097 9676
315,17056 19487 4029 8526 15778 17249 20447 5261 7701 7256
316,9388 4774 3907 10521 6920 13599 9718 8645 9944 8138
326,17034 20169 9941 18074 10636 3811 2912 16905 8304 12639
332,7312 2088 1357 15558 16998 18661 6681 8573 10013 5881
337,10848 1085 19075 16994 8033 19254 12990 14826 963 18096
362,16494 8265 17281 2052 1641 2164 11370 11006 18876 5048
365,8437 14659 20461 16433 12765 13129 13212 1588 8540 6732
368,10629 14395 9705 10264 14591 2412 5576 2674 13563 7009
370,20558 5455 18679 5297 19509 12246 12526 11025 15360 11793
378,11282 5778 16465 20371 1830 9430 6925 4707 11722 19775
392,6933 2272 11070 15710 10496 18440 13959 17786 1111 18493
401,16502 14826 20263 4910 10848 7545 3685 7729 11572 6491
403,5020 20359 6732 3007 16340 20135 5485 10055 2247 15347
407,10659 7550 5818 2920 9528 7133 17404 19119 15485 5527
408,14527 13980 15209 11490 14591 6253 3190 5903 14395 17597
413,37 10691 15090 20135 12739 1714 18399 11614 19382 12909
422,3256 8640 4433 9864 13297 1180 4089 2489 10481 2922
432,16930 3944 520 8498 18763 13972 6577 7931 8950 20491
437,682 20497 913 13972 17359 2887 15360 5893 7385 3944
441,4865 405 8498 1502 6695 16338 19733 9508 19589 6466
448,11740 19624 7516 20134 18335 20359 15942 11512 19254 9717
451,1587 15781 4026 14378 12768 18332 3551 5152 15661 7077
452,11107 10250 1746 8383 14052 5606 17239 7465 7404 8491
455,13276 11016 4072 395 2807 5527 14718 4201 10249 13573
460,12425 16236 9537 11107 8956 17239 9082 18381 13980 19422
467,10926 18026 20121 16861 5878 8297 19205 2392 2869 11968
470,5606 2997 12510 648 7506 17652 15204 868 14826 16182
492,8749 19662 15360 19783 14765 11233 20242 1063 10100 12311
495,8749 17200 18743 9963 9508 10100 17820 5679 14668 11074
497,14583 13034 15907 20268 7972 19536 13990 2117 13006 20134
500,1641 10013 14453 1020 10742 12721 16583 2665 19466 3938
504,18963 3195 3364 1850 11315 11929 7717 3124 193 1508
505,1898 9229 3855 14790 18040 14149 3950 559 6448 14289
509,5606 16820 8767 2437 7506 9941 9291 8953 2997 9826
514,17972 2740 17096 15670 1494 8481 9061 16509 17881 1260
515,16686 7751 14434 108 1066 17382 20483 16731 8978 17281
527,20022 19162 2561 3937 5840 14660 16348 20043 16282 12128
528,15558 7400 9034 5881 16587 2088 16024 10339 5699 4250
529,1111 13785 7506 17584 16494 8491 11943 20172 6155 15204
532,6489 8796 2417 797 6062 4710 3471 12490 19858 7321
537,20145 20373 18986 1730 2672 5658 17907 5707 12879 11407
545,16465 18285 6367 6925 1830 20371 18479 4087 5252 18547
552,8600 19462 18404 1300 8167 17586 17026 5400 16708 18990
554,2674 13368 8018 80 13101 16973 15578 11107 4965 10679
558,4052 3648 5042 11257 1373 18418 15650 8749 4189 13009
559,4672 6821 3242 6672 2058 10442 9940 8047 5965 17324
564,11882 15722 13876 13310 2359 11930 12381 15432 11237 1513
567,12225 10316 4201 2631 18751 15974 4072 7844 10561 7808
574,11006 660 2052 3606 2730 4369 6667 1253 8045 7947
580,20172 10848 4949 648 10251 411 1149 4401 10910 5606
581,17154 10100 16392 12311 10419 15167 8727 7460 11496 5668
582,17634 358 14597 5679 15498 8358 394 4909 11496 7460
592,8709 16708 18669 17586 9257 19340 18275 1060 15050 12404
595,13980 17281 14395 8229 8956 15570 17096 18728 13237 11896
601,7323 3413 17764 11063 16861 16585 10694 865 15335 2026
603,6 865 17764 15633 9961 19656 3832 1444 10657 16585
604,8129 12804 1777 17383 15392 1826 10704 17345 19135 17748
611,19991 2980 4417 12426 17524 9913 11180 16433 15542 15750
615,10081 913 1039 10870 11016 16336 9242 14903 19200 4201
619,6577 18303 10201 3565 11715 13129 11740 3685 11400 9784
622,6093 9982 8300 11414 9307 624 3700 6985 11283 16311
625,7157 19858 5971 1012 14213 12929 2253 16311 1374 11635
628,12623 5665 14430 8573 12559 5750 14295 12609 8456 7517
631,11938 16274 19494 5987 17301 17980 2160 6530 16482 5228
633,6892 13980 14758 3245 14591 5089 14395 3190 18728 15578
636,12173 9670 6 17764 3832 15633 9678 845 16861 10826
642,1534 9710 17918 3073 12438 11474 9291 15209 13237 13006
643,14375 1473 1012 4710 1374 9441 6409 11400 12929 11842
646,5846 3403 1144 15495 14994 18899 1149 1085 396 10636
665,17096 2740 15417 18601 1201 4946 5903 14591 17972 1260
667,14571 2272 5722 3304 6433 11947 19991 12765 15893 3698
676,573 5576 778 18649 10250 3885 9712 9624 541 20134
680,6821 1082 663 11425 14556 6577 6272 18953 17869 14815
683,4720 699 16486 7153 1020 3491 5524 5534 14178 2006
686,18289 11654 3212 2212 9961 14679 19654 19399 10203 4255
691,17154 19243 15650 1063 20443 4189 17390 4052 10880 10100
696,11151 5708 12576 20054 755 16166 3798 12536 100 5547
703,15471 8828 3173 18266 9963 12526 624 16451 13216 20023
704,3830 411 2497 2579 14008 16502 20515 14826 8145 18920
707,19781 13706 17597 20134 18074 3510 5591 3938 13865 7456
708,10019 9205 19396 1329 7052 11870 15783 15593 553 4926
709,17663 10834 1992 9834 19154 3471 12897 9246 6062 9473
714,11756 15347 15942 5099 20359 7193 5542 13373 19929 14358
715,387 12196 1020 5786 16583 8033 1779 14306 12721 19008
717,12963 10496 14309 6189 32 4057 15017 381 2740 10828
719,10222 12919 4926 2680 5054 19529 16975 19060 10910 17010
721,573 7619 2037 9624 11032 11119 3637 12880 11914 9712
722,10930 18059 3685 3001 13129 11425 10304 19173 1710 6577
724,3410 17550 16080 19486 15386 10992 20213 5003 13003 10367
731,20169 4013 7153 1020 12721 19838 19589 797 4848 15781
735,10496 6253 18728 11896 4364 11366 17096 17631 18266 7059
737,4089 508 2989 10481 15038 519 7081 3256 12765 368
740,2508 17200 4800 5750 8138 7544 4148 56 12075 20157
744,3001 15090 11636 15775 19991 4998 16303 5564 5463 1953
746,9253 658 3860 2236 1322 5655 5474 8017 17563 19462
757,15781 4058 6220 16379 396 12721 13891 8659 2164 14796
759,16338 14832 7550 6915 5527 17404 18377 4072 11682 4201
770,14826 19628 13706 4839 16494 14453 11943 15558 4202 1422
773,6496 7889 11157 6971 5892 18726 6823 12043 1290 9919
774,8160 12633 8377 16817 8360 1724 11196 18617 13535 10684
788,15474 6103 20197 11226 6214 15259 4600 411 4060 5768
791,1719 2780 10848 17826 14453 11943 13034 1714 7506 16601
804,6565 8464 18875 18503 15680 5606 4266 3644 2984 7728
807,10269 3788 12639 16994 9500 10706 7475 2018 18922 19688
818,8640 6823 7224 519 20163 13154 6433 9120 8437 10089
837,13542 16451 1063 14524 12526 10419 1461 4603 956 20443
848,8047 17635 15185 12071 14631 4370 19969 7416 4253 19219
854,5675 7183 2029 1282 19060 149 17825 9233 7417 12437
856,17709 14309 6892 11400 3776 894 16433 10496 308 9984
859,6776 1253 4800 10930 8045 7544 1322 10786 18963 6408
882,8822 573 9826 16249 3090 1398 18142 12693 4083 20321
914,19254 18729 8362 4058 1085 16994 5463 1953 3519 16451
916,15624 6925 5252 4707 1830 18479 3535 19775 16697 11722
924,11196 5089 10567 18096 4106 2891 17556 18266 10684 2919
925,2551 20232 12712 663 17663 13875 6672 13223 12395 10630
926,3189 19431 18168 7163 4514 15771 1443 11664 14008 425
927,7363 1979 6577 16930 11729 20007 6492 1473 9314 20497
928,15781 797 5100 4910 10591 19602 13930 5606 1133 10708
938,19929 2980 13997 972 368 11271 15431 15617 15183 3156
949,18096 2873 15578 9205 12436 19605 13216 4460 12990 19662
951,8466 15050 9257 14453 6408 5750 4800 13129 7645 4743
953,9804 2980 6433 10691 1947 10977 17281 14904 830 19055
957,4079 2783 7914 4268 17052 17971 19464 6084 15288 5184
961,3961 9504 8047 19969 17241 9473 14961 17663 13973 9779
962,438 14509 8890 13022 5474 14547 11173 2132 13531 18361
963,17241 7416 18755 6672 9949 14370 16289 2000 18090 17526
964,10293 463 752 11595 5620 18991 8066 11102 13960 18378
976,16601 14826 14758 7485 20263 12436 8304 5606 1714 20242
981,16673 19339 3698 15775 2980 1947 20461 4301 3477 4954
984,18910 11010 8835 12765 8361 18273 3304 12564 9491 20333
988,5186 8356 15886 8218 4615 8001 17200 3600 2159 2274
994,7539 9175 20262 14774 13384 2638 11088 16351 1329 2658
995,4089 17129 16385 6971 17114 16673 308 8154 6370 7578
1004,18627 7506 12516 2780 8498 16601 16107 14826 19075 4845
1009,6788 16486 9804 3375 394 3938 387 10691 19305 2980
1011,14306 8033 4219 8342 1205 13593 5023 4338 19984 10148
1016,4347 1944 10269 7260 3698 14172 4549 12775 8356 3445
1017,9163 4026 394 6826 16100 14178 19364 5152 15988 14597
1018,1290 6823 7085 14662 14360 15775 12715 16433 20372 3471
1021,12804 4443 5700 2915 1246 19135 15392 17383 11231 2863
1027,6509 17744 5965 13711 4718 8413 2693 11368 10511 7344
1031,4949 19252 1189 2497 11943 868 9490 2617 4910 10848
1034,16645 8796 299 1039 15355 4814 19922 258 16631 11881
1035,6606 18361 4369 14907 9388 9003 13599 8880 12075 16012
1045,16502 18739 17584 3556 6020 20515 17984 5551 15591 260
1046,3097 4720 19008 10850 3011 11320 1056 10234 10438 1231
1050,7891 14982 16309 16923 14527 11490 14182 3729 18649 13452
1052,8248 6704 9253 7544 12931 1300 2508 16012 18275 5750
1056,8113 3264 4506 18078 6489 13022 20316 18515 11951 17125
1057,7100 9963 2090 9007 12802 17530 19834 11417 19770 653
1065,8145 16502 12499 8426 18956 8048 19376 344 10838 6844
1066,3622 7904 9681 2897 6466 11573 7499 17200 2853 3375
1070,2736 1180 10596 15526 19043 16954 3544 19368 9183 4799
1073,18899 5846 15428 19414 1014 7920 16039 1144 17203 5031
1083,13139 13101 1746 18649 541 360 14052 10264 9712 2037
1087,1111 16994 10591 37 13029 2627 4910 9974 6353 12639
1092,19770 9579 9804 14904 14306 19466 18743 2665 19834 8342
1094,15931 16404 18059 16297 14903 14583 17780 17897 12906 13022
1098,8172 1849 444 11006 1023 4467 16181 15646 3979 15868
1099,15900 4765 12510 18743 11369 10269 10591 2151 17516 9337
1103,3698 4301 1489 3001 8627 13154 16579 14360 4359 1023
1104,913 11164 17780 14807 12393 7456 2264 9705 10081 3093
1106,4707 3535 4526 1830 15624 20254 15864 19352 18547 5674
1108,15312 9060 3413 10841 17764 9670 9678 12173 4255 12295
1115,3424 817 7989 9984 16579 12715 4301 16756 14360 5968
1120,6113 7133 18051 953 7174 16491 10019 1813 17357 4881
1122,2508 9257 15050 1253 18773 18987 4800 10786 10379 7517
1126,10496 14826 14309 6981 868 10591 2873 3685 2006 8160
1128,8491 411 2221 16502 15196 14277 315 4949 2497 20515
1129,4201 10316 14832 17404 19467 7550 19024 11016 8254 11682
1147,6197 13238 8297 2392 14784 10257 11654 15543 15312 10410
1161,12597 3830 17057 14322 12882 6522 3189 1085 16128 10848
1163,7544 8017 6868 12931 18404 9257 7517 8709 20329 11882
1164,8138 797 8169 19446 18419 4865 1641 14149 3632 405
1169,11882 12666 14471 14022 13406 20193 17586 1905 4369 14907
1173,13980 13237 2740 18728 14758 6892 13139 17096 2674 18381
1174,15752 6423 11174 9465 17776 12830 11045 10932 17312 9023
1176,1329 10019 12029 10970 9205 10865 1385 2384 19396 10863
1185,9740 10760 10966 15168 19816 1713 14730 752 6153 3754
1210,9834 11688 18856 10584 10834 4339 19969 1010 10955 3752
1223,1605 13066 19244 19602 3830 16798 12557 18836 8160 11196
1224,12220 20417 4857 5893 4948 3944 19349 520 15989 19173
1226,8953 3644 18875 12639 9710 19699 17926 14770 12834 16772
1233,9007 2085 14604 1232 15585 14659 9530 3021 17947 11462
1237,10742 17311 679 9201 14487 18667 747 12910 5320 1946
1238,19317 8018 1111 3431 5074 2970 8145 7077 4910 15542
1243,19624 797 6496 5892 20169 7889 11817 17281 660 20268
1244,12142 19446 11074 14248 16113 6695 15414 4947 8717 11123
1246,5749 6624 6672 11510 1513 7416 3961 6703 9655 1772
1254,8018 80 2780 6933 7009 1195 17568 2437 19317 5100
1257,10470 19629 10013 9093 3835 3938 6620 12721 19555 7947
1268,20461 14147 14659 10584 14509 6139 2247 13435 2132 7321
1274,13542 2674 13139 17568 8749 5881 20120 17786 15499 2497
1284,19730 10285 4466 5069 18906 16973 6636 8721 3192 8945
1285,8849 3876 4346 1588 8540 13624 5193 12668 16905 10346
1287,11006 3511 13034 6667 4144 17826 19928 20131 397 3787
1294,16866 18986 7545 5116 13822 16663 4834 4969 5620 12827
1297,1194 17822 4774 10801 4743 11178 507 5125 10825 9944
1300,6137 11286 14147 12472 10446 17748 9473 19969 9346 20238
1302,1357 18763 17166 15092 11417 14827 8113 7931 14434 19597
1316,19733 5661 20415 3893 5482 15458 7070 16944 6078 4541
1319,10698 3473 9477 3534 5018 12170 17026 17265 19583 4333
1331,9579 9477 4928 8160 14661 10850 6620 17657 9974 12639
1332,1635 10496 9941 19628 15781 17926 7394 5576 381 18074
1339,9670 2186 3919 15335 4185 3725 6 11654 18289 18057
1341,5890 18446 4052 15558 12822 13865 18575 5911 15438 16835
1343,6892 18855 4259 10496 13237 13671 18058 12999 14395 2888
1346,7516 11251 4347 412 18830 14949 770 8356 8995 8725
1350,3242 1271 20232 3486 13052 12744 11011 12395 268 9246
1353,573 16612 6556 18389 7092 17538 318 9309 778 13980
1362,17034 5112 1069 15725 19386 2436 14173 10776 13971 9061
1363,14904 1372 15771 4944 15775 10861 3996 11227 12783 10848
1370,14007 11896 16474 19939 20134 5576 13139 11107 1674 968
1371,16673 1944 5925 19339 15511 11180 13803 12075 3698 3537
1374,18904 5925 7157 13940 1551 4085 5443 8347 10618 5098
1379,6569 2085 16128 16477 17709 18352 9083 4281 1933 18316
1383,9051 1056 3700 19773 17699 15664 13787 5273 624 456
1390,4865 14668 18361 4743 9508 15090 956 17720 4603 17200
1391,13670 12666 13406 3860 14022 1300 2236 8838 18404 8167
1395,19733 14097 5309 14360 17524 9984 16451 11483 11803 16536
1398,13906 8996 6695 4952 13041 2520 8164 10936 10038 8466
1402,17568 10269 2006 15499 15666 15710 5761 2508 1195 12707
1404,5023 5612 6068 15640 5906 17903 387 19770 16100 3021
1415,16630 12414 16199 1681 2084 104 13561 2811 6712 13418
1417,11227 18244 17748 6313 10446 14017 820 903 12472 8467
1418,12804 17383 1246 5700 11239 10347 11231 16516 15503 131
1433,10591 16494 4839 7463 15781 15410 16905 15750 13731 222
1444,6113 7539 1813 16288 1329 16351 19850 13737 11478 14178
1454,16583 3453 12762 20461 10691 20135 10466 2858 9804 10055
1456,4433 13251 18358 2423 28 19192 8021 12323 16254 18945
1463,9060 12226 9670 2869 17764 2186 3982 4185 7526 18057
1473,14453 13188 14233 3418 2418 436 9739 7577 9034 20571
1481,1641 19305 3551 4745 4058 18743 1020 4026 411 699
1505,13003 15386 17550 11774 20213 13518 16080 7750 4410 8456
1519,1195 17568 4113 17034 5997 482 17786 15713 14665 6015
1524,18231 14659 20461 17947 9007 16873 17247 19368 7907 5279
1526,19590 9749 18804 17226 19364 15923 11326 12943 20075 791
1534,19205 8297 2392 15543 12173 3963 18026 10002 3413 8840
1535,16494 4839 2348 18876 624 6093 3238 17699 316 6317
1536,10259 6971 16583 20169 362 19590 9007 16866 18186 4695
1537,7436 15624 4526 7000 1041 17818 15864 19091 13155 5778
1542,214 13908 20244 19295 17213 9625 20421 7066 4298 17396
1545,19192 6667 2423 3022 14612 3650 5639 14213 2052 2993
1554,15771 20172 14008 14826 20134 411 4288 10788 315 11369
1560,15312 352 17764 9670 18289 10973 7323 4255 14679 9961
1570,19385 14395 1066 11896 10496 7809 1730 11407 9675 19662
1573,17154 20321 4422 15740 4359 15170 15770 13550 13706 14714
1579,20458 17732 17138 4475 6113 1329 6614 17357 1813 9175
1580,16432 6760 19385 2216 9731 15105 8055 12499 8048 8091
1582,19640 15558 14453 16820 17568 10339 3644 18033 19555 10013
1583,9940 15988 7961 17635 18556 3961 12071 17663 6257 11510
1588,13129 3685 9388 12046 4774 1192 11715 10201 19558 14443
1590,15328 20197 7053 1328 1547 14345 5171 10418 2700 4811
1601,16502 14732 11943 4401 20515 2919 8145 20172 12488 10711
1609,10848 17984 3830 2497 14008 20134 1591 4482 15474 10474
1627,20169 10041 12718 637 13452 9778 6036 723 19602 17923
1629,7544 17820 11074 8709 9003 4743 2508 17586 17200 6776
1631,869 15301 18559 15886 8001 17200 11599 16896 9157 20344
1634,8796 13550 5881 20468 1723 8506 359 19398 6681 16973
1636,13940 4541 3750 18669 1948 10282 277 15297 1569 3632
1637,6704 18599 6733 6868 3337 8045 11047 4199 15446 7517
1639,18987 9093 9231 20351 3410 15386 13886 9602 521 19028
1650,20134 13139 9705 2674 17926 18649 15862 17239 17040 11373
1652,16998 20362 8787 5978 18221 4941 12906 6829 17826 17432
1661,6379 15053 11951 16645 4923 13153 17646 18578 2994 5640
1664,8767 2930 573 1196 2970 541 648 1975 3431 80
1673,405 17200 8138 1502 4743 9508 6695 1641 15090 10491
1675,13696 17035 6035 11621 5161 8180 7279 4567 15291 10021
1679,12908 740 7153 4457 14190 15100 20540 14247 4857 397
1680,3611 6692 10289 5666 1092 9735 8220 17798 10903 7702
1682,14360 1290 2980 10957 12910 11157 7989 18262 9913 607
1691,5700 10446 9585 17748 820 18034 18376 9216 18319 5322
1692,579 12507 308 18262 1290 20372 1476 13624 11157 17984
1701,1066 3511 11407 5247 18490 1730 6139 19928 11413 11894
1703,10706 5100 4026 15781 3551 4202 6843 11357 10708 2912
1705,17652 14583 15669 17157 5773 18074 9826 14088 11070 541
1707,14571 2159 16387 8001 1591 15341 3903 19814 4543 3001
1710,15988 17663 12071 18645 10442 1271 16552 11880 16289 19451
1712,13034 20555 19576 4305 12010 7001 9578 5669 18982 8622
1713,1069 5112 20287 13823 14173 1899 9061 13971 6847 15725
1722,7550 4814 20272 13678 8960 7147 3880 18676 13222 16615
1725,8491 411 1149 4514 16852 9598 8599 18848 2151 8345
1729,7989 3001 6823 14662 3698 16673 3424 9778 17984 4089
1730,5149 4672 662 7427 15099 7490 18755 20005 3961 2918
1731,1329 8296 7539 2591 1813 19396 10019 13269 11478 1886
1734,14309 4057 12963 8229 13671 6981 4364 19317 15088 11663
1736,6157 17281 2999 7862 16528 16254 13524 16136 14869 14797
1740,18701 15312 1048 16861 3919 2186 3413 16585 6562 19205
1742,14826 11943 17346 17487 2957 15187 10848 5206 17584 4910
1747,6780 3377 17321 8486 18504 8296 17102 10237 836 14087
1755,6892 11233 14668 1724 19844 18617 14309 11196 17865 1635
1766,4401 20295 12499 13866 4350 2919 3976 12013 20263 5572
1770,12963 13452 12599 6189 2367 13139 6687 1018 15578 10629
1777,2677 10567 5890 19704 20386 14077 3938 20154 18783 6971
1806,19243 8749 4052 12393 1740 18332 13424 14453 2765 10300
1807,797 13216 8491 15771 16379 20051 12436 14826 15893 12278
1814,17383 17345 15667 15392 15548 12804 17748 15503 19135 19311
1820,5817 18040 3950 12066 19890 16008 8268 9229 6448 13185
1821,14591 15578 13237 2740 18728 14395 16760 6253 1494 5928
1823,4189 16846 17276 10300 11180 8614 17524 19638 7109 13009
1852,20120 1710 7131 3304 16297 17990 16083 11740 14360 4085
1854,2997 20172 8018 10848 11943 19317 5141 2151 4514 16494
1855,3748 1111 4658 1092 8179 9696 10069 16361 10903 6692
1871,19711 10511 17534 13354 18009 17963 10916 17315 16267 13027
1872,13941 15716 14879 11907 1302 9008 173 2765 11297 17296
1876,2674 9705 18649 10250 2412 12436 20134 20386 15578 15771
1878,17586 19648 3511 7611 586 8951 8892 4952 18448 18490
1880,9118 125 14007 4376 6799 5487 6602 16436 1243 12718
1881,2581 13402 8540 16433 4346 1588 3876 12668 5193 11648
1883,4998 12622 15410 18110 7463 2518 6181 9392 17554 13202
1885,10706 1587 17346 1714 14378 1133 5359 15781 4202 3790
1898,6985 6409 18615 11774 1012 4710 12708 7739 4998 14213
1900,11006 6667 20349 20131 2090 14612 16298 12017 8608 8400
1903,2144 17494 19192 16254 2423 3022 12888 11120 16045 18369
1904,11496 4743 18743 15498 8539 12311 8169 956 3375 4765
1906,1463 2997 17802 9490 5924 12692 1063 14581 6660 577
1907,6253 8956 13980 3885 15578 17138 316 18381 10264 18728
1911,8018 2437 3431 1196 2930 5606 8767 2780 14023 12963
1912,16820 17918 10636 3431 9974 18503 15333 12639 5881 550
1916,18644 11916 8356 10434 14134 4549 15778 18830 19155 17056
1927,8018 5576 8798 11403 1895 18982 6937 5773 19163 19721
1930,10848 1149 15771 5606 11107 8767 5905 2037 14338 14322
1939,14443 10691 6776 9231 15090 18404 1023 10977 14904 14033
1944,8731 15722 9940 18425 2551 3493 13223 15988 15098 9246
1948,16484 10901 1730 4014 1066 17150 2203 8928 20079 17189
1953,19462 12931 1300 3624 1365 658 16708 1060 18073 6408
1957,14149 3855 559 12373 12286 16008 4023 17454 18040 9229
1958,1322 15050 12931 6408 5746 9257 17166 3410 19540 1383
1959,9231 16457 8356 8169 1476 18830 17820 17200 4774 16521
1963,16760 3885 13980 6253 13139 11206 5881 8956 18637 17239
1967,6092 13370 15949 13735 2608 6054 11530 16583 11837 115
1969,9163 1641 3565 14134 17516 5429 16650 2627 13622 4745
1978,17764 9670 3413 19205 10694 3919 15312 12295 2186 9060
1979,9202 13154 20532 17535 7889 1951 9592 16144 1023 12507
1986,11157 1290 1489 18262 12952 13119 5722 817 11740 16832
1990,8934 3173 19713 8828 20169 11283 797 6584 5831 10269
1993,14837 10019 16460 15915 1385 11870 14313 3150 553 10910
1997,9645 8145 19173 10567 13210 3624 3511 7611 7506 20263
2000,16909 18701 10926 19205 3919 6562 12173 15543 16585 5878
2004,10316 7953 17353 13276 5139 12225 6911 4072 14718 13923
2005,16601 12882 12510 10591 6716 797 7153 19838 9941 4910
2014,723 2317 19699 12718 18627 13452 2984 4807 1482 7394
2015,1951 13622 20461 11282 8112 8539 9508 11029 7000 12940
2022,13593 8342 8618 20444 4704 333 8033 12196 3272 1779
2024,4499 16779 8070 9001 14839 598 12873 10763 8899 7074
2031,11744 1149 15771 18874 5905 8152 16890 20282 12510 1020
2032,7506 18428 5141 648 14826 12510 20167 20156 16601 1719
2036,7961 17635 3961 3242 17663 18852 12071 19969 6624 4689
2037,3304 7224 5722 5099 20163 13154 14358 579 4948 15800
2042,4013 3790 16820 12639 5100 11357 6716 5924 19838 19846
2045,9984 17114 16673 20169 10591 20172 10833 13980 14591 9826
2057,4580 4998 11794 16246 13202 20120 20207 16316 16080 3360
2061,4986 10654 975 8426 5765 3602 18956 16869 7578 5551
2068,17034 11490 9913 1534 6981 3190 16471 18855 4057 20287
2070,5020 8437 16756 11715 6287 15942 15472 9120 12507 10833
2074,18377 395 14558 11682 19119 9081 14832 4072 10659 16336
2077,3278 14597 3606 4013 19479 7925 7153 5799 5030 11357
2079,7163 17598 19584 1299 12557 637 20169 425 3830 12510
2080,2368 7085 15542 3164 18399 2151 15900 8050 16749 9978
2085,15241 3413 11654 15312 12295 5415 15633 3212 3832 17764
2086,10910 1329 18489 15783 17138 10019 8283 4926 9469 1385
2096,8018 3813 3463 16820 5606 3431 3668 16862 27 2437
2104,4057 6892 13671 5169 20037 11896 8229 14417 18356 13368
2107,5881 13833 6015 15499 949 10807 15713 19628 5685 2674
2112,1826 15392 11286 19311 18476 15232 10704 15503 2191 19135
2114,6925 20254 5252 7000 18547 11282 3535 11722 19091 13155
2125,5069 2409 19411 18906 4965 4152 8690 17827 19398 10022
2126,8798 15373 14367 18649 1895 80 19317 3431 8018 9624
2134,10496 11896 5765 13452 13368 3403 12718 19662 2641 3694
2137,14309 8956 6981 12999 15088 12990 2888 13671 10496 5169
2142,4834 12587 699 2596 17346 4510 1580 13593 20444 17547
2162,15542 9749 8828 13592 13689 3830 624 3173 14322 2627
2164,10636 8281 16615 10894 7394 1231 17034 2671 15941 15920
